,num_inputs,num_features,num_outputs,time,iqr
0,16,16,32,24.753837856567568,0.17419578507542682
1,16,16,64,24.926675845765406,0.08595213294029054
2,16,16,128,25.110941217280928,0.3985930234193775
3,16,16,256,24.74745888676908,0.2532171085476883
4,16,16,512,24.910539719793533,0.07606800645589874
5,16,16,1024,28.775985645396368,0.1518779899924997
6,16,16,2048,28.81776423060468,0.08793473243713065
7,16,16,4096,28.66256785179888,0.24735033512115567
8,16,16,8192,27.862631517928094,1.1544584063813077
9,16,16,16384,28.705314733088017,0.12727072462439684
10,16,16,32768,28.586833285433908,0.20617409609258142
11,16,32,32,28.68852559477091,0.14132424257695508
12,16,32,64,28.819712464298522,0.24990830570459321
13,16,32,128,28.662609974188467,0.059089623391628376
14,16,32,256,27.02458875719458,2.326992643065748
15,16,32,512,25.526104134041816,0.39897840470075874
16,16,32,1024,25.514692708384246,0.1408972311764967
17,16,32,2048,25.512152281589806,0.21694758906960507
18,16,32,4096,25.315030547790233,0.29688165523112026
19,16,32,8192,25.520634604617953,0.22546688560396144
20,16,32,16384,26.419624977279454,2.0642993506044167
21,16,32,32768,25.65726559842005,0.3148165764287121
22,16,64,32,27.73100979393348,1.2512476416304708
23,16,64,64,28.52261180523783,0.3393555991351577
24,16,64,128,28.501182270701975,0.19205701537430203
25,16,64,256,26.806230423972007,1.4446591027080993
26,16,64,512,25.979061389807608,0.4769665189087373
27,16,64,1024,28.217824909370393,0.6751696113497009
28,16,64,2048,27.98363814363256,0.5073295440524845
29,16,64,4096,28.054372686892748,0.329018710181116
30,16,64,8192,28.625110629945993,0.405959226191045
31,16,64,16384,28.464972425717864,0.534558994695542
32,16,64,32768,28.76336369663477,0.25526639074087365
33,16,128,32,26.92127098562196,2.6438188739121005
34,16,128,64,27.64178881188855,0.7904819212853902
35,16,128,128,28.848095916743784,0.1186661887913888
36,16,128,256,28.741732492510764,0.09841565042734379
37,16,128,512,28.84893043498908,0.17639072611928186
38,16,128,1024,27.990168938413266,0.5082837305963086
39,16,128,2048,25.341503904201087,0.2091437578201325
40,16,128,4096,25.294388853944838,0.10785830672830732
41,16,128,8192,25.516293162945658,0.2828063443303109
42,16,128,16384,25.738269684370607,0.11968123726546807
43,16,128,32768,25.473111181054264,0.23272114340215902
44,16,256,32,26.22933031525463,0.894659315235913
45,16,256,64,25.483292946591973,0.5608096485957513
46,16,256,128,25.34432038664818,0.22140329238027184
47,16,256,256,24.872233356452654,0.35206368193030335
48,16,256,512,25.037177209742367,0.09311628527939012
49,16,256,1024,25.011797319166362,0.24535004049539763
50,16,256,2048,24.962199406905306,0.3086712211370463
51,16,256,4096,25.229882751591504,0.11216101702302649
52,16,256,8192,25.081461295485497,0.360059458762407
53,16,256,16384,25.00257348874584,0.17573379445821122
54,16,256,32768,25.733922969084237,0.2068188274279245
55,16,512,32,25.039898371323943,0.11133381631225187
56,16,512,64,25.02074835356325,0.16113964375108525
57,16,512,128,25.12191835558042,0.08275306317955063
58,16,512,256,25.016237888485197,0.17789464909583244
59,16,512,512,25.316602957900614,0.3568671410903353
60,16,512,1024,25.407166301738467,0.18567238003015515
61,16,512,2048,25.89799523120746,0.6411455105990189
62,16,512,4096,29.199428231056245,0.09466316550969892
63,16,512,8192,28.534539334941655,0.4767697071656599
64,16,512,16384,25.815685279667377,0.1292433356866241
65,16,512,32768,43.90405653044581,0.006120838224883251
66,32,16,32,26.110662205610424,0.6838636938482491
67,32,16,64,26.85330903623253,2.543930197134616
68,32,16,128,25.500150432344526,0.1667996402829897
69,32,16,256,25.73619367321953,0.44673501979559643
70,32,16,512,25.531169748865068,0.2531248144805444
71,32,16,1024,25.05502240965143,0.3467332338914295
72,32,16,2048,24.848838802427053,0.30183102935552514
73,32,16,4096,25.38682264275849,0.6199596682563424
74,32,16,8192,26.409075350966305,2.189765265211462
75,32,16,16384,24.842681218352585,0.2051497809588918
76,32,16,32768,25.472260953392837,0.2865432528778907
77,32,32,32,24.87381436965532,0.30938955023884757
78,32,32,64,24.824580922722816,0.4630970768630502
79,32,32,128,25.22573861060664,0.784745160490276
80,32,32,256,24.958951129681534,0.12275557965040422
81,32,32,512,25.261957442853596,0.417331675998867
82,32,32,1024,24.723057893829218,0.1344241201877603
83,32,32,2048,24.860725324187012,0.12383749708533555
84,32,32,4096,24.77769804083639,0.196325033903119
85,32,32,8192,24.812293073369396,0.15062177553772763
86,32,32,16384,25.28011701069772,0.37881755270064005
87,32,32,32768,25.213190284557648,0.18522134050726882
88,32,64,32,25.20997574320063,0.4223533207550626
89,32,64,64,25.059917126782235,0.37632370367646106
90,32,64,128,25.986366008874032,0.309516279958187
91,32,64,256,27.99002110259607,0.8282377850264301
92,32,64,512,28.858062744672807,0.04821559414267703
93,32,64,1024,28.883479242878295,0.09390818886459079
94,32,64,2048,28.006351937074214,0.9410302620381112
95,32,64,4096,25.33413616474718,0.2131403889507048
96,32,64,8192,25.379838759545237,0.12683987151831524
97,32,64,16384,25.66417638445273,0.20152076613157963
98,32,64,32768,25.632380787283182,0.0871900934726005
99,32,128,32,25.54593263193965,0.4547881428152318
100,32,128,64,25.582699012011293,0.4090107977390277
101,32,128,128,27.908748330082744,1.501515205018223
102,32,128,256,29.019660755459743,0.08212835527956415
103,32,128,512,27.808904345147308,1.5729606617242093
104,32,128,1024,25.889310881029818,0.26828723493963114
105,32,128,2048,25.295283331070095,0.08337779436260595
106,32,128,4096,25.55019780993462,0.11658014263957599
107,32,128,8192,25.751642091199752,0.25276052765548407
108,32,128,16384,25.735613226424903,0.07275792304426372
109,32,128,32768,27.334142720792446,1.621177908964457
110,32,256,32,28.45006511779502,0.3891446394845825
111,32,256,64,26.736750570125878,1.718170824460686
112,32,256,128,25.42271373094991,0.12336934451014098
113,32,256,256,25.67860409617424,0.26739353779703506
114,32,256,512,25.582179508637637,0.2788521582260734
115,32,256,1024,26.747644133865833,2.4554240284487596
116,32,256,2048,28.860138702605454,0.08332110010087358
117,32,256,4096,28.859146604580538,0.08070827461779118
118,32,256,8192,28.932732024363105,0.17912453040480672
119,32,256,16384,28.734657713877304,0.0853597186505779
120,32,256,32768,28.725332460765333,0.13504829257726464
121,32,512,32,28.709060911621364,0.34357425756752696
122,32,512,64,28.79719221964479,0.18673581071198322
123,32,512,128,28.84245910016554,0.0561301596462726
124,32,512,256,27.485538669861853,2.161984029226001
125,32,512,512,25.873874872922897,0.11191179510206012
126,32,512,1024,25.883130496367816,0.15314219053834557
127,32,512,2048,28.974181985748668,0.1869751140475264
128,32,512,4096,26.005200308281932,0.3652243176475198
129,32,512,8192,25.92294825008139,0.4905829904600968
130,32,512,16384,26.27409502165392,0.13952082954347092
131,32,512,32768,43.981811888515956,0.0035119242966136807
132,64,16,32,25.640023802407086,0.21420102566480503
133,64,16,64,25.10832641273737,0.20250626839697178
134,64,16,128,25.01346482895315,0.1271584304049652
135,64,16,256,25.38400669582188,0.426472397521141
136,64,16,512,25.783206184860315,0.27539951261133067
137,64,16,1024,25.605238997377455,0.1598469680175165
138,64,16,2048,26.688444404862825,2.9536491492763153
139,64,16,4096,25.825227936729792,0.33635376021266356
140,64,16,8192,25.443731923587624,0.10766205377877071
141,64,16,16384,26.52709629619494,2.7453313348814863
142,64,16,32768,28.499657602515075,0.3664285875856886
143,64,32,32,28.63935373191323,0.1384395640343423
144,64,32,64,25.38643127772957,0.21929033100604817
145,64,32,128,25.353787059430033,0.13270832132548388
146,64,32,256,25.869561405852437,0.7046799175441264
147,64,32,512,25.753190973773602,1.5195969725027694
