,num_inputs,num_features,num_outputs,time,iqr
0,16,16,32,10.073046796023844,0.03739087842404756
1,16,16,64,9.281059456989171,0.30786060262471227
2,16,16,128,9.640346024008025,1.1588523164391513
3,16,16,256,9.605402388565599,1.145195681601763
4,16,16,512,8.989299809479196,0.16850619576871445
5,16,16,1024,8.731849463251622,0.08238507434725652
6,16,16,2048,8.827131250873208,0.04522769246250379
7,16,16,4096,9.039480745306479,0.4125395324081188
8,16,16,8192,9.177657398818567,0.21617850288748713
9,16,16,16384,9.262115296653727,1.4073368394747379
10,16,16,32768,8.721066428267438,0.1267422921955584
11,16,32,32,8.70687698378511,0.13115927577018788
12,16,32,64,8.622204166992258,0.08861252572387594
13,16,32,128,8.592552210514743,0.07620290853083234
14,16,32,256,8.656793731885651,0.09136979933828115
15,16,32,512,8.708303539163392,0.05545420572161822
16,16,32,1024,8.65498916634048,0.0468075741082439
17,16,32,2048,8.65490613117193,0.1292709726840256
18,16,32,4096,8.741898494570153,0.16141822561621666
19,16,32,8192,8.725892331289208,0.17975079827010693
20,16,32,16384,8.724240857459927,0.08832076564431288
21,16,32,32768,13.222570635844022,0.0011801021173582288
22,16,64,32,8.614828460849823,0.0970436492934837
23,16,64,64,8.616262980892012,0.08204134646803152
24,16,64,128,8.658405614551159,0.08595078252256097
25,16,64,256,8.628964913077652,0.09250976145267442
26,16,64,512,8.695179313266028,0.1394423423334959
27,16,64,1024,8.59644815015296,0.08339083287864814
28,16,64,2048,8.6546861139747,0.06499008741229874
29,16,64,4096,8.681411334934335,0.09809040930122206
30,16,64,8192,8.72728972007399,0.19959704950451776
31,16,64,16384,13.181970326695591,0.0015971483662709615
32,16,64,32768,23.206465018706186,0.0026486814022039272
33,16,128,32,8.776140132028123,0.12008384801447472
34,16,128,64,8.815594855695963,0.22095409221947301
35,16,128,128,8.753942592960337,0.20886077545583367
36,16,128,256,8.694286808952107,0.20482018589973364
37,16,128,512,8.748049957110831,0.046284170821310096
38,16,128,1024,8.749867530296678,0.06919787265360283
39,16,128,2048,8.709125982030578,0.08824192918837104
40,16,128,4096,8.711482211947443,0.0719577074050896
41,16,128,8192,13.19025537231937,0.0027461908757677373
42,16,128,16384,23.213772258410852,0.002885330468418903
43,16,128,32768,42.52460194751621,0.0011014752089954605
44,16,256,32,8.717512088301389,0.1319004688411943
45,16,256,64,8.688575700701524,0.10078409686684575
46,16,256,128,8.739381437392337,0.14951443299651124
47,16,256,256,8.674696801851193,0.06744065321981814
48,16,256,512,8.713854659024788,0.06097680889070223
49,16,256,1024,8.74384829936468,0.05687302909791503
50,16,256,2048,8.773977297317725,0.041074119508265665
51,16,256,4096,13.249223795719445,0.0021150102838885707
52,16,256,8192,23.223129742675358,0.0020254403352743824
53,16,256,16384,42.55680043250322,0.006506312638522962
54,16,256,32768,86.51927513225624,0.024637673050158237
55,16,512,32,8.699644081618475,0.08563352748751642
56,16,512,64,9.041758744127078,0.10928851552307578
57,16,512,128,9.064587148959223,0.046279095113277914
58,16,512,256,9.045105431552814,0.06955615244805789
59,16,512,512,9.033352083971966,0.053864996880293496
60,16,512,1024,8.996482043648545,0.09566345252096568
61,16,512,2048,13.256368221482264,0.002274080179631081
62,16,512,4096,23.236232685546078,0.0014957040548322417
63,16,512,8192,42.5532241910696,0.003813859075313354
64,16,512,16384,85.81212349236012,0.03281887620687615
65,16,512,32768,167.22661210224032,0.023555476218471746
66,32,16,32,9.069195612455191,0.22469530813396002
67,32,16,64,9.03575548335262,0.14133430086076434
68,32,16,128,8.971823905797109,0.0652172137051832
69,32,16,256,9.058132524723591,0.08709738031029676
70,32,16,512,9.446557971056212,0.9985580574721098
71,32,16,1024,10.121911838650703,0.04252090584486702
72,32,16,2048,10.11139810550958,0.055425497703254174
73,32,16,4096,10.136877335608006,0.04128732252866068
74,32,16,8192,9.283204744993286,0.5930704763159157
75,32,16,16384,8.978512413475825,0.09024841710925134
76,32,16,32768,8.905676391947528,0.17549567855894607
77,32,32,32,8.848621756972179,0.1417948864400382
78,32,32,64,8.814313785051521,0.06839311681687696
79,32,32,128,8.721907837721316,0.09350795298814703
80,32,32,256,8.720436647696339,0.07818797603249722
81,32,32,512,8.802929301948652,0.12370962649583717
82,32,32,1024,8.755625407818867,0.1544868573546417
83,32,32,2048,8.726756845641395,0.11758352629840305
84,32,32,4096,8.720264361118492,0.10781097225844885
85,32,32,8192,8.709532820174228,0.13025994412601036
86,32,32,16384,8.749406051862499,0.053936662152409
87,32,32,32768,13.20150082465261,0.002076593227685479
88,32,64,32,8.685001560176413,0.12334126513451246
89,32,64,64,8.687555176826814,0.13070940040051918
90,32,64,128,8.620764156027386,0.10622234549373549
91,32,64,256,8.664808236062527,0.187564548105001
92,32,64,512,8.5928649486353,0.1042853575199852
93,32,64,1024,8.695629599969834,0.1345958095043885
94,32,64,2048,8.807502452122128,0.2524650655686856
95,32,64,4096,8.658911962993443,0.07547796703874897
96,32,64,8192,8.629848773125559,0.04872472491115288
97,32,64,16384,13.206404476659372,0.002779136411844272
98,32,64,32768,23.207509062356422,0.001008249819276771
99,32,128,32,8.636740851216018,0.1420442946255199
100,32,128,64,8.670105113803098,0.12127861846238529
101,32,128,128,8.732456641028756,0.09937323629856235
102,32,128,256,8.76436800007587,0.11910484172403735
103,32,128,512,8.718246395659188,0.07021487690508176
104,32,128,1024,8.748199778568486,0.12580542825162672
105,32,128,2048,8.80997065130783,0.16497005708515586
106,32,128,4096,8.833889999305423,0.1421827357262374
107,32,128,8192,13.197123381542042,0.0009041978046289353
108,32,128,16384,23.414560250545804,0.04260800778865814
109,32,128,32768,42.61950155720115,0.007862132042651309
110,32,256,32,8.866123154597437,0.16564661636948536
111,32,256,64,8.795233184228772,0.10897121392190537
112,32,256,128,8.707884055278873,0.1075642649084331
113,32,256,256,8.715146298155839,0.0608603935688736
114,32,256,512,8.761646979204988,0.051345163956283545
115,32,256,1024,8.776074643854216,0.1679976470768449
116,32,256,2048,8.718327007701864,0.10461420752108218
117,32,256,4096,13.260645390255377,0.0013431999832375341
118,32,256,8192,23.24476624942488,0.0026792287826521172
119,32,256,16384,42.597659807652235,0.0043952837586351615
120,32,256,32768,87.03475218752158,0.03301864489913291
121,32,512,32,8.576371152109155,0.06545390933752233
122,32,512,64,8.721155385770228,0.08639371953904616
123,32,512,128,8.712727673675705,0.10238788090646263
124,32,512,256,9.21491943723099,0.2144645899534224
125,32,512,512,9.656481679883742,1.1401598341763026
126,32,512,1024,10.12191481422633,0.04355397541075879
127,32,512,2048,13.32436713273637,0.002695876173676337
128,32,512,4096,23.262237571179867,0.002091098576782903
129,32,512,8192,42.54881456494331,0.0016229227185228512
130,32,512,16384,86.52183017693461,0.04197889938949411
131,32,512,32768,167.66286354201537,0.02173823304474137
132,64,16,32,10.085182441398501,0.08695656433701467
133,64,16,64,9.122232322327116,0.5669880192726849
134,64,16,128,9.156634329422696,0.6552757695317266
135,64,16,256,9.558394808499587,1.3557638041675086
136,64,16,512,8.625122617619734,0.09131962433457241
137,64,16,1024,8.705509814393261,0.10351319797337072
138,64,16,2048,8.65682573057711,0.06341470871120665
139,64,16,4096,8.619486715178937,0.09928990621119799
140,64,16,8192,8.6851317435503,0.08929937612265418
141,64,16,16384,8.618413738440722,0.06145590450614653
142,64,16,32768,8.658793421151737,0.1075208885595184
143,64,32,32,8.68415756849572,0.12761694379150867
144,64,32,64,8.80856825767652,0.09318320080637818
145,64,32,128,8.705249343715286,0.0657853204756958
146,64,32,256,8.705139978100425,0.07509156130254292
147,64,32,512,8.726328283386387,0.050378870218992094
148,64,32,1024,8.702501180865195,0.05708127282559675
149,64,32,2048,8.710563863101212,0.09693279862403845
150,64,32,4096,8.809599818904763,0.11429577134549788
151,64,32,8192,8.759783690228412,0.10662414133548621
152,64,32,16384,8.726603805047013,0.05504316650331078
153,64,32,32768,13.2214943645522,0.0014963792636987212
154,64,64,32,8.741360437124968,0.10114223696291476
155,64,64,64,8.691145033420375,0.05338045302778471
156,64,64,128,8.698785386007765,0.060452520847321174
157,64,64,256,8.680090925190598,0.04142248071730091
158,64,64,512,8.68498755929371,0.05497075617313238
159,64,64,1024,8.655814900218198,0.08030501194298184
160,64,64,2048,8.659961788604656,0.07199642714113026
161,64,64,4096,8.69051169526453,0.06178817711770516
162,64,64,8192,8.776558048861183,0.07834150455892014
163,64,64,16384,13.187771994853392,0.0015743775293225644
164,64,64,32768,23.220153722084227,0.0013714656233762654
165,64,128,32,8.714083209633825,0.07497463375329934
166,64,128,64,8.853605830960948,0.2921683248132467
167,64,128,128,8.710496139753124,0.1705302856862542
168,64,128,256,8.6497044035544,0.1019833842292426
169,64,128,512,8.78520090861813,0.17422107048332583
170,64,128,1024,8.819598413032034,0.14756321907043393
171,64,128,2048,8.73084146043529,0.16502328217029563
172,64,128,4096,8.736108567403711,0.05972040817141486
173,64,128,8192,13.276323408354074,0.0020776642486446417
174,64,128,16384,23.205229608962934,0.0035134144127360795
175,64,128,32768,42.54181746393442,0.005988590419288016
176,64,256,32,8.715006024779186,0.15423456206917882
